23-06-40,0,0,0,
23-06-40,0,0,0,
23-06-40,0,0,0,
23-06-41,0,0,45,
23-06-41,0,0,48,
23-06-41,0,0,49,
23-06-41,0,0,49,
23-06-41,0,0,49,
23-06-42,0,0,49,
23-06-42,0,0,42,
23-06-42,0,0,17,
23-06-42,0,0,180,
23-06-42,0,0,-119,
23-06-43,0,0,-194,
23-06-43,0,0,71,
23-06-43,0,0,716,
23-06-43,0,0,1980,
23-06-43,0,0,-842,
23-06-44,0,0,2047,
23-06-44,0,0,2047,
23-06-44,0,0,931,
23-06-44,0,0,2047,
23-06-45,0,0,1708,
23-06-45,0,0,-1953,
23-06-45,0,0,2047,
23-06-45,0,0,1304,
23-06-45,0,0,2047,
23-06-46,0,0,1872,
23-06-46,0,0,-504,
23-06-46,0,0,-273,
23-06-46,0,0,-340,
23-06-46,0,0,1432,
23-06-47,0,0,-209,
23-06-47,0,0,-1794,
23-06-47,0,0,-19,
23-06-47,0,0,-344,
23-06-47,0,0,-2048,
23-06-48,0,0,-91,
23-06-48,0,0,1559,
23-06-48,0,0,83,
23-06-48,0,0,-2048,
23-06-48,0,0,-1125,
23-06-49,0,0,-2048,
23-06-49,0,0,387,
23-06-49,0,0,106,
23-06-49,0,0,48,
23-06-49,0,0,-117,
23-06-50,0,0,386,
23-06-50,0,0,147,
23-06-50,0,0,-692,
23-06-50,0,0,2047,
23-06-50,0,0,1312,
23-06-51,0,0,1143,
23-06-51,0,0,-2048,
23-06-51,0,0,-333,
23-06-51,0,0,-1783,
23-06-51,0,0,1092,
23-06-52,0,0,-428,
23-06-52,0,0,-181,
23-06-52,0,0,643,
23-06-52,0,0,231,
23-06-52,0,0,20,
23-06-53,0,0,277,
23-06-53,0,0,-2048,
23-06-53,0,0,342,
23-06-53,0,0,1904,
23-06-53,0,0,2047,
23-06-54,0,0,2047,
23-06-54,0,0,-1886,
23-06-54,0,0,-636,
23-06-54,0,0,2047,
23-06-54,0,0,-2048,
23-06-55,0,0,1965,
23-06-55,0,0,2047,
23-06-55,0,0,2047,
23-06-55,0,0,1131,
23-06-55,0,0,1579,
23-06-56,0,0,-1353,
23-06-56,0,0,13,
23-06-56,0,0,-1962,
23-06-56,0,0,-1897,
23-06-56,0,0,-439,
23-06-57,0,0,1573,
23-06-57,0,0,-744,
23-06-57,0,0,-2048,
23-06-57,0,0,-2048,
23-06-57,0,0,275,
23-06-58,0,0,2047,
23-06-58,0,0,2047,
23-06-58,0,0,2047,
23-06-58,0,0,-2048,
23-06-59,0,0,2047,
23-06-59,0,0,-1654,
23-06-59,0,0,390,
23-06-59,0,0,-1095,
23-06-59,0,0,886,
23-07-00,0,0,436,
23-07-00,0,0,2047,
23-07-00,0,0,489,
23-07-00,0,0,1459,
23-07-00,0,0,-2048,
23-07-01,0,0,1980,
23-07-01,0,0,1301,
23-07-01,0,0,2047,
23-07-01,0,0,2047,
23-07-01,0,0,-2048,
23-07-02,0,0,2047,
23-07-02,0,0,2047,
23-07-02,0,0,1393,
23-07-02,0,0,-884,
23-07-02,0,0,1635,
23-07-03,0,0,-694,
23-07-03,0,0,730,
23-07-03,0,0,-2048,
23-07-03,0,0,1511,
23-07-03,0,0,77,
23-07-04,0,0,48,
23-07-04,0,0,45,
23-07-04,0,0,49,
23-07-04,0,0,-1560,
23-07-04,0,0,689,
23-07-05,0,0,60,
23-07-05,0,0,49,
23-07-05,0,0,49,
23-07-05,0,0,-84,
23-07-05,0,0,-7,
23-07-06,0,0,-110,
23-07-06,0,0,406,
23-07-06,0,0,-744,
23-07-06,0,0,401,
23-07-07,0,0,-104,
23-07-07,0,0,284,
23-07-07,0,0,89,
23-07-07,0,0,-1985,
23-07-07,0,0,-2048,
23-07-08,0,0,2047,
23-07-08,0,0,134,
23-07-08,0,0,8,
23-07-08,0,0,-957,
23-07-08,0,0,790,
23-07-09,0,0,301,
23-07-09,0,0,-422,
23-07-09,0,0,-334,
23-07-09,0,0,602,
23-07-09,0,0,262,
23-07-10,0,0,-153,
23-07-10,0,0,18,
23-07-10,0,0,18,
23-07-10,0,0,582,
23-07-10,0,0,-106,
23-07-11,0,0,-151,
23-07-11,0,0,-13,
23-07-11,0,0,52,
23-07-11,0,0,436,
23-07-11,0,0,-199,
23-07-12,0,0,-194,
23-07-12,0,0,-197,
23-07-12,0,0,-24,
23-07-12,0,0,-181,
23-07-12,0,0,-54,
23-07-13,0,0,-231,
23-07-13,0,0,106,
23-07-13,0,0,170,
23-07-13,0,0,134,
23-07-13,0,0,108,
23-07-14,0,0,92,
23-07-14,0,0,220,
23-07-14,0,0,105,
23-07-14,0,0,-137,
23-07-14,0,0,-90,
23-07-15,40,43,17,
23-07-15,40,43,185,
23-07-15,40,43,-117,
23-07-15,40,43,32,
23-07-15,40,43,-130,
23-07-16,35,47,85,
23-07-16,35,47,59,
23-07-16,35,47,308,
23-07-16,35,47,144,
23-07-16,35,47,-730,
23-07-17,17,48,917,
23-07-17,17,48,-549,
23-07-17,17,48,539,
23-07-17,17,48,680,
23-07-17,17,48,96,
23-07-18,17,48,0,
23-07-18,17,48,274,
23-07-18,17,48,163,
23-07-18,17,48,-2048,
23-07-18,17,48,-66,
23-07-19,17,48,1361,
23-07-19,17,48,-1236,
23-07-19,17,48,-361,
23-07-19,17,48,664,
23-07-20,17,48,-1348,
23-07-20,17,48,535,
23-07-20,17,48,-152,
23-07-20,17,48,233,
23-07-20,17,48,-1142,
23-07-21,17,48,-330,
23-07-21,17,48,1916,
23-07-21,17,48,-10,
23-07-21,17,48,-456,
23-07-21,17,48,-275,
23-07-22,17,48,28,
23-07-22,17,48,25,
23-07-22,17,48,-115,
23-07-22,17,48,346,
23-07-22,17,48,361,
23-07-23,17,48,-267,
23-07-23,17,48,-9,
23-07-23,17,48,-252,
23-07-23,17,48,97,
23-07-23,17,48,252,
23-07-24,17,48,-213,
23-07-24,17,48,-87,
23-07-24,17,48,-132,
23-07-24,17,48,-6,
23-07-24,17,48,27,
23-07-25,17,48,-423,
23-07-25,17,48,-286,
23-07-25,17,48,-210,
23-07-25,17,48,136,
23-07-25,17,48,267,
23-07-26,17,48,-434,
23-07-26,17,48,-6,
23-07-26,17,48,-183,
23-07-26,17,48,616,
23-07-26,17,48,-105,
23-07-27,7,44,-450,
23-07-27,7,44,648,
23-07-27,7,44,291,
23-07-27,7,44,-570,
23-07-27,7,44,3,
23-07-28,1,50,-61,
23-07-28,1,50,506,
23-07-28,1,50,-293,
23-07-28,1,50,149,
23-07-28,1,50,266,
23-07-29,3,44,97,
23-07-29,3,44,51,
23-07-29,3,44,-151,
23-07-29,3,44,251,
23-07-29,3,44,-197,
23-07-30,3,44,-58,
23-07-30,3,44,115,
23-07-30,3,44,116,
23-07-30,3,44,212,
23-07-30,3,44,83,
23-07-31,3,44,354,
23-07-31,3,44,248,
23-07-31,3,44,89,
23-07-31,3,44,-14,
23-07-31,3,44,-27,
23-07-32,34,40,60,
23-07-32,34,40,70,
23-07-32,34,40,-24,
23-07-32,34,40,315,
23-07-32,34,40,102,
