11-20-25,0,0,0,
11-20-25,0,0,0,
11-20-25,0,0,0,
11-20-25,0,0,25,
11-20-25,0,0,25,
11-20-26,0,0,25,
11-20-26,0,0,25,
11-20-26,0,0,24,
11-20-26,0,0,24,
11-20-26,0,0,24,
11-20-27,0,0,24,
11-20-27,0,0,24,
11-20-27,0,0,24,
11-20-27,0,0,-195,
11-20-27,0,0,19,
11-20-28,0,0,25,
11-20-28,0,0,25,
11-20-28,0,0,25,
11-20-28,0,0,25,
11-20-28,0,0,25,
11-20-29,0,0,898,
11-20-29,0,0,-218,
11-20-29,0,0,21,
11-20-29,0,0,27,
11-20-29,0,0,26,
11-20-30,0,0,27,
11-20-30,0,0,27,
11-20-30,0,0,28,
11-20-30,0,0,32,
11-20-31,0,0,27,
11-20-31,0,0,34,
11-20-31,0,0,49,
11-20-31,0,0,32,
11-20-31,0,0,59,
11-20-32,0,0,27,
11-20-32,0,0,37,
11-20-32,0,0,55,
11-20-32,0,0,85,
11-20-32,0,0,56,
11-20-33,0,0,74,
11-20-33,0,0,57,
11-20-33,0,0,51,
11-20-33,0,0,80,
11-20-33,0,0,76,
11-20-34,0,0,26,
11-20-34,0,0,168,
11-20-34,0,0,115,
11-20-34,0,0,-57,
11-20-34,0,0,33,
11-20-35,0,0,67,
11-20-35,0,0,-77,
11-20-35,51,34,101,
11-20-35,51,34,58,
11-20-35,51,34,51,
11-20-36,51,34,23,
11-20-36,51,34,42,
11-20-36,56,37,148,
11-20-36,56,37,23,
11-20-37,56,37,64,
11-20-37,56,37,37,
11-20-37,56,37,103,
11-20-37,66,44,65,
11-20-37,66,44,116,
11-20-38,66,44,-56,
11-20-38,66,44,44,
11-20-38,66,44,81,
11-20-38,77,44,88,
11-20-38,77,44,53,
11-20-39,77,44,55,
11-20-39,77,44,33,
11-20-39,69,53,10,
11-20-39,69,53,12,
11-20-39,69,53,53,
11-20-40,69,53,70,
11-20-40,69,53,7,
11-20-40,81,57,21,
11-20-40,81,57,64,
11-20-41,81,57,-35,
11-20-41,81,57,35,
11-20-41,81,57,33,
11-20-41,66,35,11,
11-20-41,66,35,-2,
11-20-42,66,35,32,
11-20-42,66,35,-37,
11-20-42,66,35,32,
11-20-42,64,16,-25,
11-20-42,64,16,-23,
11-20-43,64,16,81,
11-20-43,64,16,-6,
11-20-43,64,16,41,
11-20-43,83,1,89,
11-20-43,83,1,36,
11-20-44,83,1,89,
11-20-44,83,1,-86,
11-20-44,83,1,-9,
11-20-44,74,1,226,
11-20-44,74,1,-180,
11-20-45,74,1,171,
11-20-45,74,1,-588,
11-20-45,83,1,-169,
11-20-45,83,1,90,
11-20-45,83,1,-45,
11-20-46,83,1,-13,
11-20-46,83,1,-99,
11-20-46,80,1,-669,
11-20-46,80,1,230,
11-20-47,80,1,160,
11-20-47,80,1,344,
11-20-47,80,1,208,
11-20-47,48,1,93,
11-20-47,48,1,55,
11-20-48,48,1,279,
11-20-48,48,1,-135,
11-20-48,48,1,-532,
11-20-48,43,1,200,
11-20-48,43,1,260,
11-20-49,43,1,151,
11-20-49,43,1,57,
11-20-49,43,1,107,
11-20-49,50,1,-13,
11-20-49,50,1,38,
11-20-50,50,1,39,
11-20-50,50,1,11,
11-20-50,50,3,-77,
11-20-50,50,3,-7,
11-20-50,50,3,-9,
11-20-51,50,3,52,
11-20-51,50,3,1,
11-20-51,60,26,45,
11-20-51,60,26,43,
11-20-51,60,26,105,
11-20-52,60,26,12,
11-20-52,60,26,0,
11-20-52,63,44,77,
11-20-52,63,44,85,
11-20-53,63,44,253,
11-20-53,63,44,-131,
11-20-53,63,44,26,
11-20-53,57,54,-147,
11-20-53,57,54,-11,
11-20-54,57,54,182,
11-20-54,57,54,16,
11-20-54,57,54,-11,
11-20-54,44,27,80,
11-20-54,44,27,29,
11-20-55,44,27,-38,
11-20-55,44,27,24,
11-20-55,44,27,10,
11-20-55,56,35,66,
11-20-55,56,35,-22,
11-20-56,56,35,71,
11-20-56,56,35,-13,
11-20-56,56,35,25,
11-20-56,56,35,-12,
11-20-56,56,35,17,
11-20-57,56,35,2,
11-20-57,56,35,12,
11-20-57,56,38,-65,
11-20-57,56,38,39,
11-20-57,56,38,49,
11-20-58,56,38,39,
11-20-58,56,38,72,
11-20-58,67,54,69,
11-20-58,67,54,89,
11-20-59,67,54,4,
11-20-59,67,54,-14,
11-20-59,67,54,60,
11-20-59,61,38,8,
11-20-59,61,38,-3,
11-21-00,61,38,-17,
11-21-00,61,38,17,
11-21-00,61,38,41,
11-21-00,74,44,50,
11-21-00,74,44,49,
11-21-01,74,44,227,
11-21-01,74,44,-3,
11-21-01,74,44,8,
11-21-01,66,35,-17,
11-21-01,66,35,-5,
11-21-02,66,35,26,
11-21-02,66,35,36,
11-21-02,61,44,16,
11-21-02,61,44,1,
11-21-02,61,44,73,
11-21-03,61,44,35,
11-21-03,61,44,73,
11-21-03,51,54,-377,
11-21-03,51,54,120,
11-21-04,51,54,10,
11-21-04,51,54,-29,
11-21-04,51,54,25,
11-21-04,38,34,42,
11-21-04,38,34,1,
11-21-05,38,34,-23,
11-21-05,38,34,-10,
11-21-05,38,34,70,
11-21-05,37,41,90,
11-21-05,37,41,-27,
11-21-06,37,41,40,
11-21-06,37,41,-100,
11-21-06,37,41,29,
11-21-06,48,24,-22,
11-21-06,48,24,-212,
11-21-07,48,24,52,
11-21-07,48,24,33,
11-21-07,74,14,22,
11-21-07,74,14,-204,
11-21-07,74,14,152,
11-21-08,74,14,-695,
11-21-08,74,14,71,
11-21-08,74,23,289,
11-21-08,74,23,97,
11-21-08,74,23,32,
11-21-09,74,23,93,
11-21-09,74,23,124,
11-21-09,77,11,203,
11-21-09,77,11,64,
11-21-10,77,11,27,
11-21-10,77,11,6,
11-21-10,77,11,151,
11-21-10,57,7,-49,
11-21-10,57,7,32,
11-21-11,57,7,55,
11-21-11,57,7,132,
11-21-11,57,7,38,
11-21-11,29,7,-30,
11-21-11,29,7,3,
11-21-12,29,7,26,
11-21-12,29,7,12,
11-21-12,38,14,27,
11-21-12,38,14,18,
11-21-12,38,14,3,
11-21-13,38,14,103,
11-21-13,38,14,-28,
11-21-13,38,14,1,
11-21-13,34,38,-24,
11-21-13,34,38,-25,
11-21-14,34,38,42,
11-21-14,34,38,7,
11-21-14,40,57,70,
11-21-14,40,57,-9,
11-21-15,40,57,-27,
11-21-15,40,57,25,
11-21-15,40,57,52,
11-21-15,54,64,-9,
11-21-15,54,64,42,
11-21-16,54,64,57,
11-21-16,54,64,44,
11-21-16,54,64,53,
11-21-16,38,53,-333,
11-21-16,38,53,103,
11-21-17,38,53,24,
11-21-17,38,53,152,
11-21-17,38,53,57,
11-21-17,54,30,61,
11-21-17,54,30,65,
11-21-18,54,30,-51,
